strategy_name,symbol,option_type,strike,direction,entry_time,exit_time,entry_price,exit_price,quantity,pnl,exit_reason
FixedRR_1to3,NFO:NIFTY26JUN2525250CE,CE,25250.0,BUY,2026-06-20T14:35:46.585560,2026-06-20T14:35:47.312581,106.71,95.55,25,-278.9999999999999,EOD_SQUAREOFF
FixedRR_1to3,NFO:NIFTY03JUL2525600CE,CE,25600.0,BUY,2026-06-20T14:35:50.120936,2026-06-20T14:35:50.668016,124.07,84.03,25,-1000.9999999999998,STOP_LOSS_HIT
FixedRR_1to3,NFO:NIFTY03JUL2525550CE,CE,25550.0,BUY,2026-06-20T14:35:50.735106,2026-06-20T14:35:50.940018,108.58,116.84,25,206.5000000000001,EOD_SQUAREOFF
FixedRR_1to3,NFO:NIFTY03JUL2525550CE,CE,25550.0,BUY,2026-06-20T14:35:52.633543,2026-06-20T14:35:53.018758,134.93,94.19,25,-1018.5000000000002,STOP_LOSS_HIT
FixedRR_1to3,NFO:NIFTY03JUL2525450CE,CE,25450.0,BUY,2026-06-20T14:35:53.124459,2026-06-20T14:35:53.373974,119.73,132.86,25,328.2500000000002,EOD_SQUAREOFF
FixedRR_1to3,NFO:NIFTY03JUL2525600CE,CE,25600.0,BUY,2026-06-20T14:35:53.633064,2026-06-20T14:35:54.033879,67.02,46.83,25,-504.74999999999994,STOP_LOSS_HIT
FixedRR_1to3,NFO:NIFTY03JUL2525550CE,CE,25550.0,BUY,2026-06-20T14:35:54.072664,2026-06-20T14:35:54.454853,73.18,43.65,25,-738.2500000000002,STOP_LOSS_HIT
FixedRR_1to3,NFO:NIFTY10JUL2525450CE,CE,25450.0,BUY,2026-06-20T14:35:59.736495,2026-06-20T14:36:00.659145,124.9,99.0,25,-647.5000000000001,EOD_SQUAREOFF
FixedRR_1to3,NFO:NIFTY17JUL2525250CE,CE,25250.0,BUY,2026-06-20T14:36:01.105512,2026-06-20T14:36:01.882837,167.49,125.68,25,-1045.25,EOD_SQUAREOFF
FixedRR_1to3,NFO:NIFTY17JUL2525200CE,CE,25200.0,BUY,2026-06-20T14:36:05.905693,2026-06-20T14:36:06.742318,87.8,66.73,25,-526.7499999999998,EOD_SQUAREOFF
