strategy_name,symbol,option_type,strike,direction,entry_time,exit_time,entry_price,exit_price,quantity,pnl,exit_reason
ZenCreditSpread,NFO:BANKNIFTY01JAN2550300PE,PE,50300.0,BUY,2026-06-20T20:51:48.423132,2026-06-20T20:51:49.013987,194.23,194.88,15,9.750000000000085,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY01JAN2551100PE,PE,51100.0,SELL,2026-06-20T20:51:48.423117,2026-06-20T20:51:49.014007,196.97,198.29,15,-19.799999999999898,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY08JAN2552000CE,CE,52000.0,BUY,2026-06-20T20:51:49.293992,2026-06-20T20:51:50.194761,222.38,272.51,15,751.9499999999999,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY08JAN2551200CE,CE,51200.0,SELL,2026-06-20T20:51:49.293978,2026-06-20T20:51:50.194803,421.62,642.35,15,-3310.9500000000003,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY08JAN2548900PE,PE,48900.0,BUY,2026-06-20T20:51:54.237655,2026-06-20T20:51:54.964968,183.89,168.88,15,-225.14999999999986,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY08JAN2549700PE,PE,49700.0,SELL,2026-06-20T20:51:54.237642,2026-06-20T20:51:54.964988,193.17,146.33,15,702.5999999999997,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY15JAN2550400CE,CE,50400.0,BUY,2026-06-20T20:51:55.244687,2026-06-20T20:51:56.154057,213.28,160.53,15,-791.25,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY15JAN2549600CE,CE,49600.0,SELL,2026-06-20T20:51:55.244672,2026-06-20T20:51:56.154090,417.17,339.82,15,1160.2500000000005,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY15JAN2548100PE,PE,48100.0,BUY,2026-06-20T20:51:59.997208,2026-06-20T20:52:00.940852,166.17,151.96,15,-213.1499999999997,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY15JAN2548900PE,PE,48900.0,SELL,2026-06-20T20:51:59.997193,2026-06-20T20:52:00.940871,166.37,267.93,15,-1523.4,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY22JAN2550100CE,CE,50100.0,BUY,2026-06-20T20:52:01.260589,2026-06-20T20:52:02.127519,203.77,180.01,15,-356.4000000000003,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY22JAN2549300CE,CE,49300.0,SELL,2026-06-20T20:52:01.260574,2026-06-20T20:52:02.127539,402.97,389.37,15,204.00000000000034,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY22JAN2547900PE,PE,47900.0,BUY,2026-06-20T20:52:06.004416,2026-06-20T20:52:06.925515,164.93,156.99,15,-119.09999999999997,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY22JAN2548700PE,PE,48700.0,SELL,2026-06-20T20:52:06.004401,2026-06-20T20:52:06.925536,166.17,150.1,15,241.0499999999999,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY29JAN2549600CE,CE,49600.0,BUY,2026-06-20T20:52:07.236845,2026-06-20T20:52:08.115708,202.33,140.24,15,-931.35,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY29JAN2548800CE,CE,48800.0,SELL,2026-06-20T20:52:07.236831,2026-06-20T20:52:08.115735,403.87,297.29,15,1598.6999999999998,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY29JAN2548300PE,PE,48300.0,BUY,2026-06-20T20:52:11.978219,2026-06-20T20:52:12.911141,168.58,156.42,15,-182.40000000000038,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY29JAN2549100PE,PE,49100.0,SELL,2026-06-20T20:52:11.978207,2026-06-20T20:52:12.911171,168.93,144.62,15,364.65000000000003,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY05FEB2550000CE,CE,50000.0,BUY,2026-06-20T20:52:13.283355,2026-06-20T20:52:14.100050,198.62,185.36,15,-198.89999999999986,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY05FEB2549200CE,CE,49200.0,SELL,2026-06-20T20:52:13.283341,2026-06-20T20:52:14.100077,395.69,422.14,15,-396.74999999999983,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY05FEB2549700PE,PE,49700.0,BUY,2026-06-20T20:52:19.227735,2026-06-20T20:52:20.091096,188.51,161.59,15,-403.79999999999984,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY05FEB2550500PE,PE,50500.0,SELL,2026-06-20T20:52:19.227723,2026-06-20T20:52:20.091141,192.72,271.02,15,-1174.4999999999998,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY12FEB2551100CE,CE,51100.0,BUY,2026-06-20T20:52:20.340294,2026-06-20T20:52:21.288311,230.88,187.77,15,-646.6499999999997,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY12FEB2550300CE,CE,50300.0,SELL,2026-06-20T20:52:20.340278,2026-06-20T20:52:21.288331,443.26,418.32,15,374.09999999999997,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY12FEB2548000PE,PE,48000.0,BUY,2026-06-20T20:52:25.152872,2026-06-20T20:52:26.114629,171.31,197.86,15,398.25000000000017,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY12FEB2548800PE,PE,48800.0,SELL,2026-06-20T20:52:25.152858,2026-06-20T20:52:26.114648,178.18,157.56,15,309.30000000000007,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY19FEB2550500CE,CE,50500.0,BUY,2026-06-20T20:52:26.366205,2026-06-20T20:52:27.310668,218.35,130.3,15,-1320.7499999999998,EOD_SQUAREOFF
ZenCreditSpread,NFO:BANKNIFTY19FEB2549700CE,CE,49700.0,SELL,2026-06-20T20:52:26.366192,2026-06-20T20:52:27.310691,424.89,265.61,15,2389.2,EOD_SQUAREOFF
