strategy_name,symbol,option_type,strike,direction,entry_time,exit_time,entry_price,exit_price,quantity,pnl,exit_reason
SkewHunter,NFO:NIFTY03JUL2525550CE,CE,25550.0,BUY,2026-06-20T21:56:24.411216,2026-06-20T21:56:24.414521,159.19,286.54200000000003,25,3183.8000000000006,INTRABAR_TARGET
SkewHunter,NFO:NIFTY03JUL2525550CE,CE,25550.0,BUY,2026-06-20T21:56:24.414608,2026-06-20T21:56:24.417806,158.53,285.35400000000004,25,3170.600000000001,INTRABAR_TARGET
SkewHunter,NFO:NIFTY03JUL2525550CE,CE,25550.0,BUY,2026-06-20T21:56:24.417894,2026-06-20T21:56:24.421104,158.03,284.454,25,3160.6000000000004,INTRABAR_TARGET
SkewHunter,NFO:NIFTY03JUL2525550CE,CE,25550.0,BUY,2026-06-20T21:56:24.421187,2026-06-20T21:56:24.424428,150.89,271.602,25,3017.7999999999997,INTRABAR_TARGET
SkewHunter,NFO:NIFTY03JUL2525550CE,CE,25550.0,BUY,2026-06-20T21:56:24.424504,2026-06-20T21:56:24.427754,153.17,275.706,25,3063.4000000000005,INTRABAR_TARGET
SkewHunter,NFO:NIFTY03JUL2525550CE,CE,25550.0,BUY,2026-06-20T21:56:24.427830,2026-06-20T21:56:24.431082,159.39,286.902,25,3187.8,INTRABAR_TARGET
SkewHunter,NFO:NIFTY03JUL2525550CE,CE,25550.0,BUY,2026-06-20T21:56:24.431158,2026-06-20T21:56:24.434456,159.57,287.226,25,3191.4,INTRABAR_TARGET
SkewHunter,NFO:NIFTY03JUL2525600CE,CE,25600.0,BUY,2026-06-20T21:56:24.434529,2026-06-20T21:56:24.437795,138.46,249.228,25,2769.2,INTRABAR_TARGET
SkewHunter,NFO:NIFTY03JUL2525600CE,CE,25600.0,BUY,2026-06-20T21:56:24.437888,2026-06-20T21:56:24.441140,138.35,249.03,25,2767.0,INTRABAR_TARGET
SkewHunter,NFO:NIFTY03JUL2525550CE,CE,25550.0,BUY,2026-06-20T21:56:24.441224,2026-06-20T21:56:24.444480,157.87,284.16600000000005,25,3157.4000000000015,INTRABAR_TARGET
SkewHunter,NFO:NIFTY03JUL2525550CE,CE,25550.0,BUY,2026-06-20T21:56:24.444560,2026-06-20T21:56:24.447861,158.27,284.886,25,3165.4000000000005,INTRABAR_TARGET
SkewHunter,NFO:NIFTY03JUL2525550CE,CE,25550.0,BUY,2026-06-20T21:56:24.447945,2026-06-20T21:56:24.451210,156.66,281.988,25,3133.2000000000003,INTRABAR_TARGET
SkewHunter,NFO:NIFTY03JUL2525550CE,CE,25550.0,BUY,2026-06-20T21:56:24.451287,2026-06-20T21:56:24.454618,158.64,285.552,25,3172.800000000001,INTRABAR_TARGET
SkewHunter,NFO:NIFTY03JUL2525600CE,CE,25600.0,BUY,2026-06-20T21:56:24.454697,2026-06-20T21:56:24.457942,138.24,248.83200000000002,25,2764.8,INTRABAR_TARGET
SkewHunter,NFO:NIFTY03JUL2525550CE,CE,25550.0,BUY,2026-06-20T21:56:24.458029,2026-06-20T21:56:24.461247,159.5,287.1,25,3190.0000000000005,INTRABAR_TARGET
